pitchrollN,Spacing,Correlation,MAE
pitch1,0-5,-0.18454282180755635,14.431035731340097
pitch2,0-5,0.61687408750585,8.279369791382779
pitch3,0-5,0.05141403842265741,9.943665655965763
pitch4,0-5,0.07551056714653984,9.842729650815137
pitch5,0-5,0.7396964234781884,7.184680768411614
