Objects
100
,,Global Angle Mannequin:Mannequin,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
344,0,0.015338,-0.011729,0.722999,126.341614,167.074158,174.478745
345,0,0.015294,-0.011895,0.723036,126.354561,167.079010,174.490204
346,0,0.014785,-0.011708,0.722867,126.357361,167.077652,174.486938
347,0,0.015318,-0.011877,0.722995,126.349884,167.064331,174.484467
348,0,0.014778,-0.011786,0.722929,126.342926,167.074173,174.470551
349,0,0.014532,-0.011600,0.722716,126.346397,167.060410,174.486359
350,0,0.015083,-0.011711,0.722902,126.353340,167.038254,174.477386
351,0,0.014767,-0.011794,0.722832,126.355659,167.085999,174.483292
352,0,0.014413,-0.011647,0.722792,126.352188,167.067535,174.488098
353,0,0.014154,-0.011534,0.722622,126.352325,167.045532,174.471817
354,0,0.014012,-0.011723,0.722948,126.333473,167.069489,174.476151
355,0,0.014878,-0.011658,0.722815,126.371620,167.062469,174.489227
356,0,0.015306,-0.011753,0.723006,126.354172,167.046768,174.509598
357,0,0.019995,-0.012520,0.723957,126.342880,167.010529,174.427490
358,0,0.015177,-0.011692,0.722854,126.371544,167.085983,174.496918
359,0,0.014833,-0.011765,0.722937,126.347305,167.075836,174.479263
360,0,0.015090,-0.011854,0.723133,126.339211,167.073868,174.486877
361,0,0.014530,-0.011686,0.722818,126.352013,167.062454,174.473679
362,0,0.015116,-0.011751,0.723006,126.358955,167.070435,174.488205
363,0,0.015025,-0.011699,0.722772,126.347748,167.073502,174.494171
364,0,0.014342,-0.011813,0.722734,126.352623,167.063309,174.489395
365,0,0.014237,-0.011713,0.722741,126.353157,167.064911,174.475586
366,0,0.014387,-0.011619,0.722649,126.356155,167.066864,174.503860
367,0,0.015019,-0.011707,0.723174,126.347778,167.075546,174.478241
368,0,0.014873,-0.011700,0.722925,126.345200,167.072968,174.483063
369,0,0.014658,-0.011765,0.722904,126.340660,167.071472,174.479507
370,0,0.014647,-0.011735,0.722869,126.356529,167.068069,174.485748
371,0,0.014534,-0.011729,0.722867,126.352280,167.064407,174.483398
372,0,0.014567,-0.011497,0.722807,126.351448,167.068405,174.488358
373,0,0.019492,-0.012351,0.723834,126.343712,166.974197,174.422256
374,0,0.014609,-0.011653,0.722846,126.354622,167.049820,174.479736
375,0,0.014705,-0.011634,0.723070,126.335724,167.075409,174.476990
376,0,0.014729,-0.011596,0.722849,126.336472,167.041306,174.480225
377,0,0.014936,-0.011801,0.723107,126.341698,167.053314,174.487595
378,0,0.014445,-0.011532,0.722782,126.356926,167.039154,174.504044
379,0,0.015270,-0.011729,0.723061,126.328247,167.083786,174.475830
380,0,0.014612,-0.011664,0.722854,126.361282,167.075714,174.493515
381,0,0.015058,-0.011653,0.723137,126.330894,167.047379,174.487930
382,0,0.014976,-0.011607,0.722935,126.344131,167.080704,174.502106
383,0,0.014928,-0.011751,0.722835,126.344666,167.034424,174.506546
384,0,0.014836,-0.011646,0.722731,126.359894,167.051788,174.488953
385,0,0.014516,-0.011674,0.722674,126.358238,167.054230,174.487228
386,0,0.014480,-0.011592,0.722922,126.343887,167.070709,174.486328
387,0,0.014872,-0.011688,0.723064,126.347450,167.059708,174.479446
388,0,0.014404,-0.011645,0.722889,126.343178,167.073990,174.477020
