Objects
100
,,Global Angle Mannequin:Mannequin,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
8559,0,0.164698,0.014644,3.196981,1312.324097,937.857361,790.621582
8560,0,0.163085,0.015791,3.198575,1312.350708,937.803467,790.702332
8561,0,0.163473,0.014828,3.198692,1312.346069,937.650024,790.664307
8562,0,0.163887,0.013359,3.198793,1312.354248,937.437561,790.623718
8563,0,0.163946,0.010843,3.198728,1312.356323,937.168457,790.580139
8564,0,0.165093,0.009790,3.198207,1312.416016,936.849915,790.549866
8565,0,0.164694,0.006206,3.198041,1312.449951,936.476379,790.487915
8566,0,0.165551,0.004001,3.198030,1312.439819,936.052002,790.396057
8567,0,0.165622,0.000273,3.198339,1312.491089,935.498474,790.306396
8568,0,0.166182,-0.006945,3.198567,1312.424683,934.840149,790.151672
8569,0,0.166501,-0.013995,3.198466,1312.438110,934.018188,790.006836
8570,0,0.166925,-0.020008,3.198246,1312.546143,932.985474,789.877319
8571,0,0.166789,-0.031245,3.197544,1312.534424,931.907654,789.633484
8572,0,0.166020,-0.042180,3.197646,1312.504028,930.812500,789.468811
8573,0,0.165777,-0.054613,3.196243,1312.457642,929.530151,789.268066
8574,0,0.165962,-0.064371,3.195643,1312.421875,928.172058,789.023132
8575,0,0.164942,-0.075289,3.195086,1312.458252,926.834473,788.776245
8576,0,0.160322,-0.083367,3.199499,1312.405518,925.459778,788.630005
8577,0,0.163419,-0.098569,3.195577,1312.289673,924.198059,788.334290
8578,0,0.163292,-0.110596,3.192423,1312.528564,923.078308,788.244202
8579,0,0.163623,-0.121965,3.190952,1312.469116,921.893799,787.999084
8580,0,0.163427,-0.128100,3.191041,1312.415405,921.016479,787.915955
8581,0,0.159903,-0.133874,3.192779,1312.431519,920.366760,787.948792
8582,0,0.161520,-0.143024,3.188520,1312.302246,919.571655,787.682617
8583,0,0.161914,-0.146375,3.188188,1312.281860,919.066162,787.625854
8584,0,0.159477,-0.147089,3.190650,1312.376465,918.885742,787.751404
8585,0,0.159253,-0.147264,3.191997,1312.321045,918.666016,787.687317
8586,0,0.158770,-0.148714,3.192237,1312.333618,918.608337,787.667847
8587,0,0.159198,-0.147618,3.191940,1312.335205,918.671143,787.694641
8588,0,0.158670,-0.147483,3.192185,1312.323608,918.801636,787.680298
8589,0,0.158929,-0.147257,3.191566,1312.368286,918.890991,787.647766
8590,0,0.159028,-0.145633,3.191491,1312.340088,919.067078,787.693726
8591,0,0.159155,-0.145476,3.191852,1312.351563,919.148743,787.670898
8592,0,0.159491,-0.144647,3.191609,1312.367798,919.161804,787.624939
8593,0,0.159261,-0.144296,3.191751,1312.324463,919.266418,787.672485
8594,0,0.159816,-0.142996,3.191695,1312.302002,919.344116,787.707764
8595,0,0.159335,-0.143949,3.192044,1312.288208,919.314026,787.665527
8596,0,0.160185,-0.142780,3.191841,1312.274414,919.308533,787.710266
8597,0,0.159978,-0.144268,3.192250,1312.339600,919.251831,787.676270
8598,0,0.159417,-0.145865,3.192410,1312.332764,919.156067,787.670044
8599,0,0.159364,-0.146561,3.192260,1312.386230,919.102051,787.668396
8600,0,0.159774,-0.144965,3.192436,1312.342529,919.048157,787.720032
8601,0,0.159239,-0.145317,3.192382,1312.328491,918.983582,787.712524
8602,0,0.159082,-0.145733,3.192634,1312.334106,918.922119,787.692993
8603,0,0.159907,-0.145566,3.192274,1312.389648,918.956421,787.731506
8604,0,0.159818,-0.145651,3.192548,1312.401245,918.885132,787.668396
8605,0,0.159763,-0.144912,3.192240,1312.387085,918.907043,787.689148
8606,0,0.160006,-0.144932,3.192000,1312.393921,918.928772,787.686646
8607,0,0.160091,-0.144569,3.192489,1312.344971,919.030518,787.718323
8608,0,0.159377,-0.145789,3.192208,1312.389160,919.079102,787.673035
8609,0,0.160105,-0.142600,3.192137,1312.299072,919.140259,787.746765
8610,0,0.159874,-0.143477,3.192391,1312.329590,919.144775,787.702820
8611,0,0.161906,-0.144393,3.190391,1312.263794,919.007751,787.557495
8612,0,0.159836,-0.143434,3.192254,1312.303223,919.166077,787.709717
8613,0,0.159603,-0.143976,3.192075,1312.289185,919.154236,787.711853
8614,0,0.159528,-0.144553,3.192533,1312.304932,919.130432,787.683228
8615,0,0.159975,-0.144617,3.191857,1312.330688,919.085388,787.687378
8616,0,0.159705,-0.143912,3.192104,1312.330933,919.038879,787.665649
8617,0,0.160016,-0.143706,3.192517,1312.311523,919.072998,787.713440
8618,0,0.159884,-0.145585,3.192524,1312.393311,918.989014,787.648132
8619,0,0.159962,-0.144851,3.192202,1312.377686,919.059570,787.737732
8620,0,0.160310,-0.144602,3.192565,1312.360352,918.963196,787.677734
8621,0,0.159895,-0.145156,3.192432,1312.391235,918.985840,787.677185
8622,0,0.159770,-0.145448,3.192262,1312.404785,919.047363,787.711975
8623,0,0.159795,-0.144185,3.192531,1312.344971,919.054810,787.714905
8624,0,0.159796,-0.146374,3.192463,1312.417358,919.064148,787.657471
8625,0,0.160380,-0.143575,3.191952,1312.321777,919.066101,787.730652
8626,0,0.159857,-0.145311,3.192590,1312.371094,919.090454,787.659790
8627,0,0.159427,-0.145321,3.192646,1312.328247,919.085754,787.654541
8628,0,0.159707,-0.144277,3.192045,1312.344482,919.077148,787.667114
8629,0,0.161150,-0.145499,3.190677,1312.218140,918.995300,787.572205
8630,0,0.161287,-0.145578,3.190501,1312.240967,919.005005,787.576050
8631,0,0.159642,-0.143267,3.192472,1312.266479,919.110291,787.716797
8632,0,0.159661,-0.144481,3.192481,1312.328369,919.091858,787.687500
8633,0,0.160082,-0.144867,3.192190,1312.375854,919.051270,787.665222
8634,0,0.159428,-0.146340,3.192210,1312.408691,919.082458,787.684509
8635,0,0.159755,-0.145624,3.192411,1312.381226,919.066284,787.684021
8636,0,0.159715,-0.145456,3.192475,1312.386963,919.048706,787.678589
8637,0,0.160165,-0.144475,3.192491,1312.357788,919.053772,787.723145
8638,0,0.160311,-0.145241,3.192702,1312.412476,919.001709,787.643982
8639,0,0.160312,-0.144163,3.192288,1312.361328,919.025391,787.703613
8640,0,0.160239,-0.144339,3.192576,1312.369263,919.015076,787.660645
8641,0,0.160414,-0.142939,3.192286,1312.324707,919.106812,787.748291
8642,0,0.160186,-0.143077,3.192467,1312.290039,919.094055,787.738953
8643,0,0.160034,-0.144823,3.192140,1312.370483,919.059082,787.662476
8644,0,0.159716,-0.145541,3.192370,1312.364014,919.113037,787.675476
8645,0,0.159625,-0.144433,3.192361,1312.306885,919.114136,787.689941
8646,0,0.159965,-0.143676,3.192250,1312.327271,919.078735,787.673279
8647,0,0.159595,-0.143966,3.191960,1312.303223,919.079956,787.688049
8648,0,0.159964,-0.144280,3.192240,1312.339111,919.075012,787.661865
8649,0,0.159753,-0.144147,3.192615,1312.323120,919.098877,787.693054
8650,0,0.159393,-0.145386,3.192353,1312.353516,919.097473,787.683472
8651,0,0.160231,-0.143827,3.192180,1312.333130,919.048340,787.706909
8652,0,0.160045,-0.144848,3.192501,1312.359985,919.081238,787.704895
8653,0,0.160079,-0.144262,3.192588,1312.354492,919.058105,787.698730
8654,0,0.160182,-0.145248,3.192509,1312.392578,919.077515,787.705383
8655,0,0.159191,-0.146663,3.192425,1312.415161,919.041931,787.665161
8656,0,0.159723,-0.145262,3.192086,1312.386353,919.025818,787.684204
8657,0,0.160041,-0.144529,3.192479,1312.359009,919.079956,787.714233
8658,0,0.160184,-0.144731,3.192070,1312.385620,919.050720,787.683655
8659,0,0.160197,-0.143696,3.192393,1312.320923,919.111572,787.731995
8660,0,0.159984,-0.144338,3.192446,1312.335938,919.106323,787.699280
8661,0,0.159674,-0.144247,3.192698,1312.305908,919.087036,787.680786
8662,0,0.159800,-0.144182,3.192500,1312.311157,919.122009,787.705139
8663,0,0.160430,-0.142831,3.192202,1312.313599,919.152405,787.740845
8664,0,0.159762,-0.144308,3.192518,1312.342651,919.119812,787.684448
8665,0,0.159980,-0.144746,3.192891,1312.373413,919.092163,787.644897
8666,0,0.160212,-0.143741,3.192097,1312.345581,919.063599,787.692261
8667,0,0.159621,-0.145117,3.192487,1312.350586,919.083313,787.676880
8668,0,0.159885,-0.144665,3.192298,1312.370483,919.077332,787.702454
8669,0,0.160035,-0.144561,3.192608,1312.361816,919.070618,787.692078
8670,0,0.159551,-0.144528,3.192238,1312.351563,919.058228,787.710693
8671,0,0.160470,-0.145735,3.191888,1312.443115,919.053833,787.691895
8672,0,0.159657,-0.145663,3.192216,1312.406982,919.067810,787.690552
8673,0,0.159994,-0.144841,3.192275,1312.394653,919.075928,787.698914
8674,0,0.160007,-0.144664,3.192296,1312.393921,919.032593,787.659241
8675,0,0.160313,-0.144104,3.192255,1312.368774,919.065186,787.680481
8676,0,0.159911,-0.145702,3.191986,1312.384644,919.072083,787.674194
8677,0,0.160138,-0.144582,3.192134,1312.364990,919.091248,787.670410
8678,0,0.159975,-0.143995,3.192543,1312.341431,919.113342,787.679749
8679,0,0.159767,-0.144643,3.192428,1312.349365,919.119873,787.681396
8680,0,0.159833,-0.145595,3.192384,1312.382813,919.119751,787.674561
8681,0,0.159961,-0.143776,3.192499,1312.317017,919.116333,787.706604
8682,0,0.160203,-0.144475,3.192481,1312.356812,919.108093,787.688843
8683,0,0.159914,-0.145187,3.192357,1312.377319,919.102661,787.692627
8684,0,0.159536,-0.144112,3.192704,1312.322754,919.065002,787.679443
8685,0,0.160062,-0.144629,3.192573,1312.371826,919.027466,787.663330
8686,0,0.160077,-0.144504,3.192508,1312.362305,919.060913,787.701233
8687,0,0.159723,-0.145228,3.192511,1312.379150,919.059998,787.686462
8688,0,0.159276,-0.145149,3.192428,1312.361206,919.049561,787.685669
8689,0,0.159753,-0.146533,3.192885,1312.428833,919.056702,787.634583
8690,0,0.161915,-0.145375,3.190701,1312.274536,918.968079,787.591187
8691,0,0.159911,-0.143804,3.192425,1312.332764,919.091248,787.698792
8692,0,0.160757,-0.142504,3.191970,1312.331299,919.093201,787.724243
8693,0,0.160083,-0.145009,3.192317,1312.378418,919.121155,787.699402
8694,0,0.159879,-0.143914,3.192309,1312.321411,919.121155,787.703857
8695,0,0.159619,-0.144830,3.192281,1312.348633,919.118774,787.689087
8696,0,0.160181,-0.143772,3.192386,1312.315308,919.063721,787.678467
8697,0,0.159926,-0.144577,3.192068,1312.378784,919.053772,787.662415
8698,0,0.160077,-0.143624,3.192357,1312.333496,919.109375,787.718445
8699,0,0.159664,-0.144468,3.192207,1312.336792,919.103455,787.714722
8700,0,0.159609,-0.145505,3.192152,1312.381958,919.040039,787.658264
8701,0,0.159864,-0.144894,3.192511,1312.358887,919.074646,787.694153
8702,0,0.160055,-0.144079,3.192375,1312.360352,919.026794,787.677246
8703,0,0.160114,-0.144159,3.192241,1312.365112,919.097412,787.726563
8704,0,0.160065,-0.144196,3.192172,1312.358398,919.097290,787.731018
8705,0,0.159715,-0.145291,3.192638,1312.393555,919.062744,787.669006
8706,0,0.159904,-0.144822,3.192492,1312.368286,919.091187,787.691162
8707,0,0.159776,-0.144860,3.192687,1312.372192,919.079468,787.672424
8708,0,0.160002,-0.144215,3.192319,1312.357300,919.113403,787.713318
8709,0,0.159858,-0.143881,3.192008,1312.329468,919.076172,787.689270
8710,0,0.159722,-0.144772,3.192511,1312.350220,919.099670,787.675171
8711,0,0.160453,-0.145278,3.192129,1312.408081,919.090637,787.663452
8712,0,0.160142,-0.144612,3.192318,1312.357178,919.129395,787.709717
8713,0,0.161475,-0.145774,3.190528,1312.259766,919.000183,787.590393
8714,0,0.159753,-0.145070,3.192243,1312.365967,919.106323,787.683044
8715,0,0.159960,-0.144170,3.192285,1312.335938,919.096985,787.719788
8716,0,0.160247,-0.145592,3.192209,1312.423828,919.046753,787.652710
8717,0,0.160112,-0.144352,3.192494,1312.365234,919.026184,787.667725
8718,0,0.160050,-0.144698,3.192184,1312.394409,919.031799,787.670349
8719,0,0.159943,-0.144859,3.192032,1312.424194,919.023376,787.658447
8720,0,0.160500,-0.144763,3.192229,1312.395630,919.061462,787.687195
8721,0,0.160137,-0.144244,3.192482,1312.374756,919.085205,787.709106
8722,0,0.159847,-0.143750,3.192372,1312.317505,919.088135,787.745728
8723,0,0.160391,-0.144068,3.192451,1312.372070,919.101990,787.701050
8724,0,0.159733,-0.145186,3.192462,1312.375488,919.096191,787.683228
8725,0,0.159716,-0.144195,3.192492,1312.321655,919.094116,787.713684
8726,0,0.160265,-0.144515,3.192671,1312.360352,919.098267,787.682617
8727,0,0.159874,-0.145190,3.192105,1312.370483,919.128662,787.697510
8728,0,0.160123,-0.144132,3.192165,1312.354858,919.121582,787.701477
8729,0,0.159887,-0.144902,3.192741,1312.370728,919.097168,787.662781
8730,0,0.159899,-0.143965,3.192118,1312.326294,919.121521,787.734558
8731,0,0.160243,-0.144211,3.192318,1312.372192,919.117432,787.695251
8732,0,0.160020,-0.144501,3.191937,1312.362061,919.079407,787.703796
8733,0,0.159949,-0.144055,3.192585,1312.335815,919.090515,787.703003
8734,0,0.159933,-0.144926,3.192378,1312.384277,919.044678,787.669373
8735,0,0.161785,-0.146206,3.190206,1312.295288,918.996704,787.605225
8736,0,0.160149,-0.144251,3.192245,1312.370361,919.048645,787.685547
8737,0,0.160043,-0.144810,3.192649,1312.377075,919.020508,787.648193
8738,0,0.160478,-0.144019,3.192300,1312.365356,919.048889,787.680298
8739,0,0.160313,-0.144604,3.192403,1312.394165,919.038513,787.665588
8740,0,0.160493,-0.145067,3.192297,1312.414185,919.115784,787.702026
8741,0,0.160567,-0.143437,3.192312,1312.350464,919.059814,787.692322
8742,0,0.160625,-0.143037,3.192088,1312.332764,919.143616,787.761108
8743,0,0.160143,-0.145191,3.192620,1312.378174,919.104004,787.670166
8744,0,0.159642,-0.145255,3.192330,1312.387573,919.111145,787.670166
8745,0,0.160332,-0.144758,3.191828,1312.405518,919.075195,787.679016
8746,0,0.160069,-0.143208,3.192233,1312.312378,919.071350,787.694214
8747,0,0.160361,-0.144494,3.191952,1312.392090,919.089661,787.689392
8748,0,0.159879,-0.144245,3.192413,1312.348022,919.105652,787.699585
8749,0,0.160297,-0.143650,3.192185,1312.351074,919.117859,787.739929
8750,0,0.159393,-0.146372,3.192410,1312.388550,919.079895,787.682617
8751,0,0.159572,-0.145215,3.192199,1312.380005,919.092529,787.692322
8752,0,0.160115,-0.144094,3.192363,1312.361938,919.043335,787.686768
8753,0,0.159726,-0.145155,3.192430,1312.387573,919.078796,787.674683
8754,0,0.159889,-0.144178,3.192528,1312.338867,919.080200,787.700256
8755,0,0.160354,-0.144043,3.192193,1312.370361,919.062439,787.694397
8756,0,0.159808,-0.144119,3.192795,1312.333984,919.079102,787.687317
8757,0,0.159859,-0.144656,3.192441,1312.371094,919.048767,787.655762
8758,0,0.159675,-0.146291,3.192201,1312.416504,919.117004,787.672791
8759,0,0.159850,-0.145195,3.192286,1312.380371,919.120850,787.698669
8760,0,0.160122,-0.144127,3.192267,1312.351318,919.066162,787.677734
8761,0,0.162364,-0.145286,3.189999,1312.305664,918.972656,787.566589
8762,0,0.160204,-0.143453,3.192076,1312.325439,919.083984,787.699829
8763,0,0.159976,-0.144531,3.192252,1312.382324,919.048767,787.645142
8764,0,0.159770,-0.145075,3.192461,1312.372681,919.096558,787.681580
8765,0,0.159990,-0.143879,3.192286,1312.351318,919.115784,787.721741
8766,0,0.159964,-0.144619,3.192431,1312.370361,919.034485,787.665161
8767,0,0.159931,-0.144174,3.192478,1312.350586,919.088501,787.707581
8768,0,0.160120,-0.143690,3.192357,1312.338989,919.090820,787.717041
8769,0,0.160184,-0.143543,3.192393,1312.355957,919.033386,787.687500
8770,0,0.159908,-0.145409,3.192179,1312.416382,919.047363,787.655090
8771,0,0.160354,-0.143565,3.192468,1312.341919,919.103210,787.728210
8772,0,0.160135,-0.144785,3.192368,1312.371948,919.108887,787.702942
8773,0,0.159887,-0.144026,3.192476,1312.351440,919.096924,787.698059
8774,0,0.159527,-0.146302,3.192682,1312.405762,919.090393,787.635925
8775,0,0.160079,-0.144509,3.192617,1312.369141,919.035645,787.639282
8776,0,0.159884,-0.143977,3.192399,1312.352051,919.048035,787.663269
8777,0,0.160335,-0.143172,3.191870,1312.336060,919.088196,787.700989
8778,0,0.160264,-0.142863,3.192255,1312.312988,919.119324,787.733704
8779,0,0.160063,-0.144528,3.192453,1312.356201,919.106445,787.694397
8780,0,0.159906,-0.144234,3.192153,1312.357788,919.115784,787.720337
8781,0,0.160436,-0.144274,3.191996,1312.379272,919.074768,787.694824
8782,0,0.160541,-0.143940,3.192263,1312.360229,919.113281,787.739441
8783,0,0.159977,-0.145217,3.192654,1312.390625,919.083862,787.662415
8784,0,0.159759,-0.145124,3.192786,1312.378662,919.078064,787.669678
8785,0,0.159525,-0.146489,3.192481,1312.433105,919.029053,787.610901
8786,0,0.160117,-0.145768,3.192241,1312.429443,919.058777,787.660583
8787,0,0.160153,-0.145083,3.192207,1312.405762,919.068542,787.660278
8788,0,0.160050,-0.145185,3.192313,1312.389648,919.054443,787.669556
8789,0,0.160274,-0.144661,3.192493,1312.381836,919.054688,787.652893
8790,0,0.160227,-0.145014,3.192220,1312.394287,919.060486,787.659241
8791,0,0.159982,-0.143669,3.191966,1312.335083,919.125671,787.739014
8792,0,0.159899,-0.144487,3.192312,1312.358154,919.109741,787.700134
8793,0,0.159960,-0.143788,3.192366,1312.322632,919.103394,787.718018
8794,0,0.159946,-0.144297,3.192703,1312.341064,919.096802,787.681519
8795,0,0.161995,-0.146094,3.189839,1312.302124,918.959717,787.590820
8796,0,0.160015,-0.144517,3.192436,1312.352661,919.102539,787.701050
8797,0,0.160411,-0.144095,3.192364,1312.367798,919.113831,787.718018
8798,0,0.159611,-0.145800,3.192522,1312.410767,919.035339,787.621643
8799,0,0.160198,-0.144034,3.192108,1312.354980,919.105530,787.719788
8800,0,0.160057,-0.145248,3.192080,1312.400513,919.117249,787.711304
8801,0,0.159670,-0.145061,3.192469,1312.368042,919.089905,787.694458
8802,0,0.159809,-0.145112,3.192628,1312.380249,919.079163,787.681030
8803,0,0.160073,-0.144196,3.192408,1312.371338,919.041443,787.660461
8804,0,0.159611,-0.144852,3.192280,1312.366333,919.103577,787.696960
8805,0,0.159803,-0.145224,3.192599,1312.385010,919.075195,787.655518
8806,0,0.160068,-0.145131,3.192576,1312.370361,919.098511,787.693420
8807,0,0.160031,-0.145270,3.192189,1312.399658,919.118347,787.697205
8808,0,0.160747,-0.143500,3.192634,1312.347656,919.121704,787.713318
8809,0,0.160060,-0.144555,3.192294,1312.366211,919.110657,787.700256
8810,0,0.160435,-0.143829,3.192107,1312.373779,919.078552,787.683044
8811,0,0.160210,-0.144645,3.192706,1312.373657,919.095154,787.671814
8812,0,0.160241,-0.144738,3.192259,1312.395264,919.045532,787.653809
8813,0,0.160027,-0.145115,3.192543,1312.398682,919.108459,787.680786
8814,0,0.160441,-0.143903,3.192413,1312.380493,919.045410,787.672302
8815,0,0.159729,-0.144819,3.192185,1312.374878,919.099304,787.705505
8816,0,0.160544,-0.144219,3.192585,1312.390137,919.038147,787.651733
8817,0,0.159516,-0.145375,3.192487,1312.380249,919.081299,787.665527
8818,0,0.159306,-0.145547,3.192501,1312.383179,919.085144,787.676880
8819,0,0.162272,-0.144988,3.190256,1312.310913,918.943054,787.575806
8820,0,0.160089,-0.144359,3.192383,1312.356567,919.094116,787.705322
8821,0,0.161973,-0.145068,3.190742,1312.264404,918.975830,787.578308
8822,0,0.160037,-0.144752,3.192276,1312.371948,919.112976,787.699158
8823,0,0.159871,-0.144859,3.192406,1312.368652,919.109253,787.695740
8824,0,0.159749,-0.146129,3.192182,1312.442627,919.066345,787.630371
8825,0,0.160061,-0.144315,3.192601,1312.354248,919.088135,787.690613
8826,0,0.159930,-0.143911,3.192094,1312.329590,919.121216,787.737427
8827,0,0.159835,-0.144600,3.192475,1312.358154,919.105957,787.690552
8828,0,0.161660,-0.145381,3.190645,1312.280640,918.996033,787.581177
8829,0,0.160820,-0.143868,3.192315,1312.387085,919.075195,787.675232
8830,0,0.159919,-0.144170,3.192245,1312.357910,919.060730,787.697449
8831,0,0.160428,-0.143180,3.192610,1312.339355,919.090942,787.702820
8832,0,0.159682,-0.145291,3.192273,1312.389648,919.088684,787.686096
8833,0,0.160072,-0.143713,3.192487,1312.351196,919.098328,787.703064
8834,0,0.160129,-0.143638,3.192314,1312.336304,919.093567,787.717468
8835,0,0.159947,-0.144528,3.192095,1312.369507,919.061462,787.686768
8836,0,0.160036,-0.145093,3.192425,1312.377808,919.107422,787.695313
8837,0,0.159870,-0.144254,3.192476,1312.368896,919.094971,787.689758
8838,0,0.160465,-0.144488,3.192332,1312.404541,919.049866,787.662659
8839,0,0.160598,-0.144240,3.192309,1312.386108,919.072388,787.678650
8840,0,0.162396,-0.144928,3.190480,1312.285400,918.957642,787.570435
8841,0,0.160150,-0.143928,3.192488,1312.342407,919.108154,787.700195
8842,0,0.159985,-0.145181,3.192471,1312.396118,919.096375,787.662842
8843,0,0.159704,-0.144823,3.192379,1312.367188,919.095276,787.683655
8844,0,0.159991,-0.144736,3.192356,1312.371704,919.111267,787.691040
8845,0,0.160333,-0.145421,3.192371,1312.435181,919.055664,787.646362
8846,0,0.160056,-0.144475,3.192027,1312.351563,919.123291,787.735901
8847,0,0.159713,-0.145038,3.192882,1312.381104,919.073303,787.651917
8848,0,0.159776,-0.144699,3.192443,1312.364868,919.094604,787.704285
8849,0,0.159669,-0.144788,3.192271,1312.372681,919.045166,787.664001
8850,0,0.160270,-0.144044,3.192095,1312.367065,919.051758,787.684509
8851,0,0.159647,-0.144883,3.192850,1312.361938,919.069702,787.658813
8852,0,0.161825,-0.145529,3.190345,1312.300171,919.002563,787.599182
8853,0,0.160171,-0.143159,3.192511,1312.312988,919.106567,787.728210
8854,0,0.159912,-0.144388,3.192342,1312.376831,919.114807,787.698608
8855,0,0.160171,-0.143254,3.192394,1312.325806,919.104309,787.709778
8856,0,0.160514,-0.142988,3.192533,1312.341919,919.057861,787.667664
8857,0,0.160076,-0.144311,3.192173,1312.364136,919.124268,787.716187
8858,0,0.160223,-0.144116,3.192626,1312.368164,919.090576,787.680176
8859,0,0.160185,-0.146093,3.192443,1312.446045,919.055969,787.625671
8860,0,0.160015,-0.144174,3.192304,1312.364746,919.059753,787.675537
8861,0,0.160332,-0.143868,3.192444,1312.349243,919.116211,787.720764
8862,0,0.160252,-0.143716,3.192361,1312.336792,919.109192,787.726318
8863,0,0.159980,-0.144641,3.192641,1312.370239,919.082275,787.669434
8864,0,0.159893,-0.144700,3.192649,1312.383057,919.082458,787.666260
8865,0,0.159741,-0.145888,3.192877,1312.415039,919.078491,787.637207
8866,0,0.159726,-0.144405,3.192492,1312.347900,919.093750,787.709045
8867,0,0.159850,-0.145817,3.192594,1312.415283,919.093079,787.654968
8868,0,0.161890,-0.146055,3.190056,1312.310181,919.014709,787.618835
8869,0,0.159737,-0.144241,3.192353,1312.336548,919.091980,787.706421
8870,0,0.160174,-0.144504,3.192682,1312.367920,919.096802,787.672363
8871,0,0.160156,-0.143806,3.191778,1312.343750,919.085205,787.728516
8872,0,0.160434,-0.145084,3.191916,1312.419922,919.092834,787.676025
8873,0,0.160352,-0.142725,3.192491,1312.314453,919.111389,787.718628
8874,0,0.160645,-0.144573,3.192123,1312.410645,919.087585,787.674377
8875,0,0.159457,-0.145412,3.192444,1312.374268,919.088806,787.670349
8876,0,0.160310,-0.144832,3.192481,1312.418457,919.048706,787.633484
8877,0,0.160335,-0.144120,3.192251,1312.364380,919.120056,787.722900
8878,0,0.160341,-0.144559,3.191979,1312.401489,919.076843,787.696228
8879,0,0.160142,-0.144495,3.192333,1312.360962,919.103577,787.712463
8880,0,0.160033,-0.145254,3.191870,1312.393921,919.079834,787.694641
8881,0,0.159873,-0.144847,3.192653,1312.379883,919.079956,787.670105
8882,0,0.160018,-0.144297,3.192484,1312.368774,919.107971,787.701050
8883,0,0.160167,-0.144589,3.192330,1312.370239,919.112976,787.713562
8884,0,0.160145,-0.144039,3.192458,1312.358887,919.101501,787.707031
8885,0,0.160222,-0.144635,3.192112,1312.387573,919.124695,787.711426
8886,0,0.160194,-0.144144,3.192266,1312.370239,919.062805,787.674255
8887,0,0.159658,-0.144929,3.192352,1312.351807,919.089539,787.697327
8888,0,0.160425,-0.143522,3.192335,1312.352905,919.111633,787.721008
8889,0,0.162145,-0.145514,3.190030,1312.313110,918.953979,787.581726
8890,0,0.159981,-0.143875,3.192143,1312.360107,919.125122,787.715332
8891,0,0.159903,-0.144993,3.192367,1312.390625,919.103638,787.678162
8892,0,0.159835,-0.145720,3.191977,1312.403564,919.127808,787.703308
8893,0,0.160026,-0.144842,3.192084,1312.405151,919.074341,787.666870
8894,0,0.159991,-0.144080,3.192888,1312.348755,919.088562,787.677429
8895,0,0.160368,-0.143270,3.192466,1312.337036,919.106018,787.717834
8896,0,0.159840,-0.143816,3.192379,1312.336670,919.080383,787.704956
8897,0,0.159961,-0.144047,3.192307,1312.345337,919.102539,787.708740
8898,0,0.160511,-0.144210,3.191866,1312.396118,919.078796,787.699890
8899,0,0.159950,-0.144471,3.192649,1312.363037,919.088013,787.686096
8900,0,0.160326,-0.143921,3.192230,1312.354004,919.120667,787.728333
8901,0,0.160078,-0.143708,3.192312,1312.339844,919.104614,787.719727
8902,0,0.160192,-0.144541,3.192058,1312.385498,919.072754,787.685913
8903,0,0.162300,-0.145066,3.190390,1312.296875,919.012085,787.603149
8904,0,0.159866,-0.144186,3.192515,1312.324463,919.101807,787.694702
8905,0,0.161999,-0.144878,3.190567,1312.273926,919.043579,787.605774
8906,0,0.160160,-0.144666,3.192350,1312.411011,919.230530,787.680115
8907,0,0.160554,-0.141618,3.191505,1312.346069,919.407471,787.755798
8908,0,0.160825,-0.139491,3.191407,1312.331299,919.645447,787.767334
8909,0,0.159011,-0.134734,3.194084,1312.437378,920.151978,787.953613
8910,0,0.157663,-0.129673,3.196618,1312.577026,920.709778,788.090759
8911,0,0.163924,-0.127119,3.191760,1312.399658,920.966675,787.903870
8912,0,0.162525,-0.124298,3.192368,1312.320190,921.395630,787.897400
8913,0,0.164492,-0.117925,3.191872,1312.609985,922.174561,788.182312
8914,0,0.164794,-0.110604,3.192302,1312.633423,922.904175,788.346252
8915,0,0.164517,-0.101786,3.195084,1312.408203,923.685791,788.347900
8916,0,0.162706,-0.093106,3.197426,1312.429688,924.683655,788.533386
8917,0,0.160408,-0.080727,3.198374,1312.711182,925.984863,788.988342
8918,0,0.165086,-0.074725,3.194715,1312.532593,926.952759,788.886047
8919,0,0.166578,-0.064075,3.194984,1312.554565,928.266907,789.122253
8920,0,0.166905,-0.053144,3.196073,1312.616821,929.580017,789.374084
8921,0,0.167372,-0.041056,3.197307,1312.628540,930.849426,789.613098
8922,0,0.168408,-0.029444,3.197176,1312.688721,932.010620,789.823181
8923,0,0.163979,-0.016136,3.202268,1312.836182,933.574707,790.333435
8924,0,0.167450,-0.009510,3.198302,1312.629272,934.516174,790.292114
8925,0,0.166925,0.002116,3.198562,1312.654785,935.562134,790.503174
8926,0,0.165346,0.009175,3.198889,1312.573486,936.634216,790.625549
8927,0,0.165065,0.014818,3.199741,1312.486938,937.466614,790.766785
8928,0,0.165333,0.017834,3.199741,1312.456787,937.883911,790.731995
8929,0,0.160133,0.026189,3.204406,1312.669067,938.739014,791.207947
8930,0,0.161267,0.030376,3.204096,1312.625732,939.053772,791.260376
8931,0,0.161388,0.031608,3.203978,1312.626587,939.228088,791.239258
8932,0,0.161449,0.031328,3.203285,1312.694824,939.315430,791.251587
8933,0,0.164775,0.028043,3.199276,1312.516235,939.079407,791.069519
8934,0,0.164246,0.027200,3.199582,1312.491211,938.927551,791.017517
